PID;Name;Title;PublicationType;ContentType;Journal;JournalISSN;Status;Volume;Issue;HostPublication;Year;Edition;Publisher;Series;SeriesISSN;ISBN;Urls;DOI;ISI;CreatedDate;PublicationDate;LastUpdated;FullTextLink;NumberOfAuthors;FridaLevel;PartOfThesis;PublicationSubtype;Conference
769581;Hommerberg, Charlotte [chohum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för språk (SPR) [12369]);Bringing consumption reviews into relief by combining appraisal and argumentation analysis;Artikel i tidskrift;Refereegranskat;Text & Talk;1860-7330;published;35;2;;2015;;;;;;;10.1515/text-2014-0033;3,50773E+11;08/12/14;08/12/14;10/04/15;;1;2;;;
769706;Augustsson, Anna [eauan] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för biologi och miljö (BOM) [12359]);Metal speciation in soil at a contaminated glassworks site in southeastern Sweden;Konferensbidrag;Övrigt vetenskapligt;;;;;;Linnaeus Eco-tech 2014, Kalmar, 26th November 2014;2014;;;;;;;;;08/12/14;08/12/14;22/01/15;;1;0;;;Linnaeus Eco-tech 2014
769883;"Gössling, Stefan [egost] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Lund Univ);Scott, Daniel (Univ Waterloo);Hall, C. Michael (Univ Canterbury)";Inter-market variability in CO2 emission-intensities in tourism : Implications for destination marketing and carbon management;Artikel i tidskrift;Refereegranskat;Tourism Management;0261-5177;published;46;;;2015;;;;;;;10.1016/j.tourman.2014.06.021;3,44209E+11;09/12/14;09/12/14;09/12/14;;3;1;;;
769886;Gössling, Stefan [egost] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Dept Serv Management & Serv Studies, S-25108 Helsingborg, Sweden);New performance indicators for water management in tourism;Artikel i tidskrift;Refereegranskat;Tourism Management;0261-5177;published;46;;;2015;;;;;;;10.1016/j.tourman.2014.06.018;3,44209E+11;09/12/14;09/12/14;09/12/14;;1;1;;;
769906;"Kathiravan, Subban [sukaaa] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (Ctr Biomat Chem);Nicholls, Ian A. [nniia] [0000-0002-0407-6542] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för kemi och biomedicin (KOB) [12361]) (Uppsala University)";Rhodium-Catalyzed Oxidative Perfluoroalkenylation by Carbonyl Group Directed C-H Bond Activation;Artikel i tidskrift;Refereegranskat;European Journal of Organic Chemistry;1434-193X;published;;32;;2014;;;;;;;10.1002/ejoc.201402904;3,44624E+11;09/12/14;09/12/14;24/05/15;;2;1;;;
769911;"Khrennikov, Andrei [akhmsi] [0000-0002-9857-0938] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för matematik (MA) [12383]);Basieva, Irina [irbaaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för matematik (MA) [12383]);Dzhafarov, Ehtibar N. (Purdue Univ);Busemeyer, Jerome R. (Indiana Univ)";Quantum Models for Psychological Measurements : An Unsolved Problem;Artikel i tidskrift;Refereegranskat;PLoS ONE;1932-6203;published;9;10;;2014;;;;;;;10.1371/journal.pone.0110909;3,43944E+11;09/12/14;09/12/14;03/05/16;;4;1;;;
769912;"Lundborg, Petter (Lund Univ);Nystedt, Paul (Jonkoping Int Business Sch ; Lund Univ);Rooth, Dan-Olof [eroda] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för nationalekonomi och statistik (NS) [12357]) (Lund Univ) (Ctr Labour Market & Discriminat Studies)";Body Size, Skills, and Income : Evidence From 150,000 Teenage Siblings;Artikel i tidskrift;Refereegranskat;Demography;0070-3370;published;51;5;;2014;;;;;;;10.1007/s13524-014-0325-6;3,44322E+11;09/12/14;09/12/14;09/12/14;;3;1;;;
769916;"Hung, Pi-Hsia (Natl Univ Tainan, Dept Educ, Tainan, Taiwan);Hwang, Gwo-Jen (Natl Taiwan Univ Sci & Technol, Grad Inst Digital Learning & Educ, Taipei, Taiwan);Lee, Yueh-Hsun (Natl Univ Tainan, Dept Educ, Tainan, Taiwan);Wu, Tsung-Hsun (Natl Univ Tainan, Dept Educ, Tainan, Taiwan);Vogel, Bahtijar [bvomsi] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Milrad, Marcelo [mmimsi] [0000-0002-6937-345X] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]);Johansson, Emil [emjoaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385])";A Problem-based Ubiquitous Learning Approach to Improving the Questioning Abilities of Elementary School Students;Artikel i tidskrift;Refereegranskat;Journal of Educational Technology & Society;1176-3647;published;17;4;;2014;;;;;;;;3,44455E+11;09/12/14;09/12/14;24/05/15;;7;1;;;
769920;"Trischler, Johann [jotraa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för skog och träteknik (SOT) [12386]);Sandberg, Dick (Wood Technol, Wood Sci & Engn, SE-93187 Skelleftea, Sweden);Thörnqvist, Thomas [tthsot] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för skog och träteknik (SOT) [12386])";Estimating the Annual Above-Ground Biomass Production of Various Species on Sites in Sweden on the Basis of Individual Climate and Productivity Values;Artikel i tidskrift;Refereegranskat;Forests;1999-4907;published;5;10;;2014;;;;;;;10.3390/f5102521;3,44353E+11;09/12/14;09/12/14;11/12/14;;3;1;;;
769923;"Trischler, Johann [jotraa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för skog och träteknik (SOT) [12386]);Sandberg, Dick (Lulea Univ Technol, Dept Engn Sci & Math, SE-93187 Skelleftea, Sweden)";Monocotyledons in Particleboard Production : Adhesives, Additives, and Surface Modification of Reed Canary Grass;Artikel i tidskrift;Refereegranskat;BioResources;1930-2126;published;9;3;;2014;;;;;;;;3,44184E+11;09/12/14;09/12/14;09/12/14;;2;1;;;
769935;"Danylenko, Antonina [akamsi] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]);Lundberg, Jonas [jlnmsi] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]);Löwe, Welf [wlomsi] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379])";Decisions : Algebra, Implementation, and First Experiments;Artikel i tidskrift;Refereegranskat;Journal of universal computer science (Online);0948-6968;published;20;9;;2014;;;;;;;;3,44576E+11;09/12/14;09/12/14;15/12/14;;3;1;;;
770059;"Cernea, Daniel [daceaa] [0000-0002-8585-3103] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]) (Univ Kaiserslautern, Germany) (ISOVIS);Weber, Christopher (Univ Kaiserslautern, Germany);Ebert, Achim (Univ Kaiserslautern, Germany);Kerren, Andreas [akemsi] [0000-0002-0519-2537] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för datavetenskap (DV) [12379]) (ISOVIS)";Emotion-Prints : Interaction-Driven Emotion Visualization on Multi-Touch Interfaces;Konferensbidrag;Refereegranskat;;;;;;Proceedings of SPIE 9397: Visualization and Data Analysis 2015, San Francisco, CA, USA, February 8-12, 2015;2015;;SPIE - International Society for Optical Engineering;"Proceedings of SPIE ; 9397";0277-786X;9,78163E+12;http://youtu.be/wFMA-qpjbXc;10.1117/12.2076473;3,50276E+11;09/12/14;09/12/14;08/06/15;;4;1;;;SPIE 2015 Conference on Visualization and Data Analysis (VDA '15)
770105;"Sandin Wranker, Lena (Blekinge University of Technology) (SNAC-Blekinge);Rennemark, Mikael [mresvi] (Linnéuniversitetet [4853], Fakulteten för Hälso- och livsvetenskap (FHL) [12351], Institutionen för psykologi (PSY) [12363]) (SNAC - Blekinge);Berglund, Johan (Blekinge University of Technology) (SNAC - Blekinge);Elmståhl, Sölve (Lund University) (SNAC)";Relationships between pain and quality of life : Findings from the Swedish National study on Aging and Care - Blekinge study;Artikel i tidskrift;Refereegranskat;Scandinavian Journal of Pain;1877-8860;published;5;4;;2014;;;;;;;101016/j.sjpain.22014.05.029;;09/12/14;09/12/14;30/05/16;;4;1;;;
770189;"Mezek, Spela (Stockholms universitet, Sverige);Pecorari, Diane [dipeaa] [0000-0001-5299-8982] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för språk (SPR) [12369]);Shaw, Philip (Stockholms universitet, Sverige);Irvine, Aileen (Edinburgh University, UK);Malmström, Hans (Chalmers University of Technology, Sweden)";Learning subject-specific L2 terminology : The effect of medium and order of exposure;Artikel i tidskrift;Refereegranskat;English for specific purposes (New York, N.Y.);0889-4906;published;38;;;2015;;Elsevier;;;;;10.1016/j.esp.2014.11.004;3,52664E+11;10/12/14;10/12/14;01/09/15;;5;1;;;
770490;Högberg, Anders [anhoaa] [0000-0002-8747-4131] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Arkeologi);The heritage sector in a multicultural society : a discussion from a Swedish perspective;Kapitel i bok, del av antologi;Refereegranskat;;;;;;Identity and heritage : contemporary challenges in a globalized world;2014;1;Springer;SpringerBriefs in archaeology;1861-6623;9,78332E+12;;10.1007/978-3-319-09689-6_5;;10/12/14;10/12/14;21/03/16;;1;1;;;
770986;Ammert, Niklas [eamni] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Centrum för ämnesdidaktisk forskning inom konst och humaniora vid Linnéuniversitetet);Contact and contrast : the subject of history and its relation to students 1905-2005;Artikel i tidskrift;Refereegranskat;International Journal of Historical Learning, Teaching and Research;1472-9466;published;12;2;;2014;;The Historical Association;;;;;;;12/12/14;12/12/14;16/01/15;;1;1;;;
771008;Högberg, Anders [anhoaa] [0000-0002-8747-4131] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Arkeologi);Skapande skola i museerna : kulturmiljöpedagogiska verksamheter;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Blickar : kulturvetenskapliga perspektiv på utbildning;2014;1;Linnaeus University Press;;;978-91-87925-34-4;;;;12/12/14;12/12/14;21/03/16;;1;0;;;
771087;"Moll, Guido (Karolinska Institutet ; Karolinska University Hospital Huddinge);Alm, Jessica J. (Karolinska University Hospital Huddinge);Davies, Lindsay C. (Cardiff University, Cardiff, United Kingdom);von Bahr, Lena (Karolinska University Hospital Huddinge);Heldring, Nina (Karolinska University Hospital Huddinge);Stenbeck-Funke, Lillemor (Uppsala University);Hamad, Osama A. (Uppsala University);Hinsch, Robin (Karolinska University Hospital Huddinge);Ignatowicz, Lech;Locke, Matthew (Cardiff University, Cardiff, United Kingdom);Lönnies, Helena (Karolinska Institutet ; Karolinska University Hospital Huddinge);Lambris, John D. (University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania, USA);Teramura, Yuji (Uppsala University ; The University of Tokyo, Tokyo, Japan);Nilsson-Ekdahl, Kristina [nnikr] (Uppsala University);Nilsson, Bo (Uppsala University);Le Blanc, Katarina (Karolinska Institutet ; Karolinska University Hospital Huddinge)";Do Cryopreserved Mesenchymal Stromal Cells Display Impaired Immunomodulatory and Therapeutic Properties?;Artikel i tidskrift;Refereegranskat;Stem Cells;1066-5099;published;32;9;;2014;;;;;;http://10.1002/stem.1729;10.1002/stem.1729;;12/12/14;12/12/14;15/12/14;;16;2;;;
771417;Olofsson, Gunnar [golsvi] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för samhällsstudier (SS) [12373]) (FPF (Forum för professionsforskning));En sociolog blir till. : Dispositioner, praktiker och lärdomar.;Artikel i tidskrift;Övrigt vetenskapligt;Sociologisk forskning;0038-0342;published;;04/Mar;;2014;;Sveriges Sociologförbund;;;;;;;13/12/14;13/12/14;31/03/15;http://lnu.diva-portal.org/smash/get/diva2:771417/FULLTEXT01.pdf;1;1;;;
771452;"Achtenhagen, Leona (Jönköping International Business School);Johannisson, Bengt [bgjiej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Jönköping International Business School) (entreprenörskap)";The making of an intercultural learning conext for entrepreneuring;Artikel i tidskrift;Refereegranskat;International Journal of Entrepreneurial Venturing;1742-5360;published;5;1;;2013;;;;;;;10.1504/IJEV.2013.051671;;13/12/14;13/12/14;22/04/15;;2;1;;;
771454;"Johannisson, Bengt [bgjiej] (Linnéuniversitetet [4853], Ekonomihögskolan (FEH) [12350], Institutionen för organisation och entreprenörskap (OE) [12358]) (Jönköping International Business School, Sweden) (Entreprenörskap);Achtenhagen, Leona (Jönköping International Business School, Sweden)";Games in Entrepreneurship to support the Crafting of an Entrepreneurial Mindset;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;New Pedagogical Approaches in Game Enhanced Learning: Curriculum Integration;2013;1;Information Science Reference;;;;;10.4018/978-1-4666-3950-8.ch002;;13/12/14;13/12/14;08/05/15;;2;1;;;
771623;"Agevall, Ola [oagsvi] [0000-0003-0404-8987] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för samhällsstudier (SS) [12373]) (Forum för professionsforskning (FPF));Olofsson, Gunnar [golsvi] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för samhällsstudier (SS) [12373]) (Forum för professionsforskning (FPF))";Tensions between academic and vocational demands;Kapitel i bok, del av antologi;Refereegranskat;;;;;;From Vocational to Professional Education : Educating for Social Welfare;2014;;Routledge;;;"978-1-138-79744-4;978-1-315-75713-1";;;;15/12/14;15/12/14;08/06/15;http://lnu.diva-portal.org/smash/get/diva2:771623/FULLTEXT01.pdf;2;2;;;
771663;Löfstedt, Torsten [hloto] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]);Abrahams barn : en kritisk reflektion kring ett begrepp;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Blickar : kulturvetenskapliga perspektiv på utbildning;2014;1;Linnaeus University Press;;;978-91-87925-34-4;;;;15/12/14;15/12/14;27/01/15;http://lnu.diva-portal.org/smash/get/diva2:771663/FULLTEXT01.pdf;1;0;;;
771881;"Sotsenko, Alisa [alsoaa] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT);Jansen, Marc [majaac] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (University of Applied Sciences Ruhr Wes) (CeLeKT);Milrad, Marcelo [mmimsi] [0000-0002-6937-345X] (Linnéuniversitetet [4853], Fakulteten för teknik (FTK) [12354], Institutionen för medieteknik (ME) [12385]) (CeLeKT)";Implementing and Validating a Mobile Learning Scenario Using Contextualized Learning Objects;Konferensbidrag;Refereegranskat;;;;;;Proceedings of the 22<sup>nd</sup> International Conference on Computers in Education ICCE 2014 : November 30, 2014 - December 4, 2014, Nara, Japan;2014;;Asia-Pacific Society for Computers in Education;;;978-4-9908014-1-0;http://icce2014.jaist.ac.jp/icce2014/wp-content/uploads/2014/12/ICCE2014-Main-Proceedings-lite-1.pdf;;;15/12/14;15/12/14;24/05/15;;3;1;;;The 22nd International Conference on Computers in Education (ICCE), November 30, 2014 to December 4, 2014, Nara, Japan
771899;Högberg, Anders [anhoaa] [0000-0002-8747-4131] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Univ Stellenbosch, South Africa) (Arkeologi);Chronology, stratigraphy and spatial distribution of artefacts at Hollow Rock Shelter, Cape Province, South Africa;Artikel i tidskrift;Refereegranskat;South African Archaeological Bulletin;0038-1969;published;69;200;;2014;;The South African Archaeological Society;;;;;;3,53184E+11;15/12/14;15/12/14;21/03/16;;1;1;;;
772110;Lundin, Mattias [vluma] [0000-0002-4072-2986] (Linnéuniversitetet [4853], Fakulteten för samhällsvetenskap (FSV) [12353], Institutionen för utbildningsvetenskap (UV) [12376]) (Värdepedagogik);Frågandet i klassrummet;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Lärande i handling : En pragmatisk didaktik;2014;;Studentlitteratur;;;9,78914E+12;;;;16/12/14;16/12/14;26/01/16;;1;1;;;
772208;"Hägerdal, Hans [hhehum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för kulturvetenskaper (KV) [12366]) (Postcolonial Forum; Concurrences)";The fictitious world traveller : the Swede on Timor and the noble savage imagery;Artikel i tidskrift;Refereegranskat;Culture Unbound. Journal of Current Cultural Research;2000-1525;published;6;;;2014;;Linköping University Electronic Press;;;;;10.3384/cu.2000.1525.1461367;;16/12/14;16/12/14;28/01/15;http://lnu.diva-portal.org/smash/get/diva2:772208/FULLTEXT01.pdf;1;1;;;
772236;Olofsson, Tommy [tolhum] (Linnéuniversitetet [4853], Fakulteten för konst och humaniora (FKH) [12352], Institutionen för film och litteratur (IFL) [12365]) (Forum för intermediala studier);Korpral Tranströmer, signalist;Kapitel i bok, del av antologi;Övrigt vetenskapligt;;;;;;Fältpost : En vänbok till Peter Luthersson;2014;;Hjalmarson & Högberg Bokförlag;;;978-91-7224-200-5;;;;16/12/14;16/12/14;02/06/15;http://lnu.diva-portal.org/smash/get/diva2:772236/FULLTEXT01.pdf;1;0;;;
